name;address;sector
Rumah Sakit Umum Griya Mahardhika;Jalan Parangtritis 455187 Kota Yogyakarta;Hospitals
Rumah Sakit Gigi Dan Mulut Fkg Univ.Indonesia;Jalan Salemba Raya 410330 Jakarta;Hospitals
Awal Bros Makassar;Jl. Urip Sumohardjo 4390232 Jakarta Timur  - Makasar;Hospitals
Rumah Sakit Al Islam;Jalan Soekarno Hatta 64440286 Kota Bandung;Hospitals
Rumah Sakit Melati;Jalan Merdeka 9215113 Kasemen  - Banten;Hospitals
Rumah Sakit Santosa Bandung Central;Jalan Kebonjati 3840181 Kota Bandung;Hospitals
Rumah Sakit Wulan Windy;Jl. Besar Marelan 1720147 Obi Timur  - Sum;Hospitals
Bali Royal Hospital;Jl. Tantular 680227 Dompu  - Bali;Hospitals
Rumah Sakit PKU Aisyiyah;Jl. Pasar Sapi Baru Singkil 57382 Klaten  - Kabupaten;Hospitals
Siloam Hospital Lippo Cikarang;Siloam Hospitals 17550 Klaten  - Kabupaten;Hospitals
Rumah Sakit Jiwa Puri Nirmala;Jalan Jayaningprangan 1355111 Kota Yogyakarta;Hospitals
Eka Hospital;Jalan Pahlawan Seribu Commercial Business District 15310 Kota Tangerang Selatan;Hospitals
Rumah Sakit Bhayangkara;Jalan Raya Yogya - Solo 1457452 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Prof Dr Soekandar;Jalan Hayam Wuruk 2561382 Klaten  - Kabupaten;Hospitals
Rumah Sakit Dr. Oen Solo Baru;Jl. Brigjen Katamso 55 Surakarta;Hospitals
RS. St. Elisabeth;Jl. Haji Misbah 720713 Kota Binjai;Hospitals
Rumah Sakit Balikpapan Baru;Jalan MT Haryono 76114 Balikpapan;Hospitals
RS Orthopedi & Traumatologi Surabaya;Emerald Mansion Tx 1060132 Kota Surabaya;Hospitals
Rumah Sakit Medika BSD;Jalan Letnan Sutopo 715311 Kota Tangerang Selatan;Hospitals
Rumah Sakit Ananda;Jalan Sultan Agung 17317133 Kota Bekasi;Hospitals
Sumatera Eye Center;Jalan Iskandar Muda 27820112 Obi Timur  - Sum;Hospitals
RS Adi Husada Undaan Wetan;Jalan Undaan Wetan 4060272 Kota Surabaya;Hospitals
Rumah Sakit Islam Klaten;Jalan Klaten - Solo 457436 Klaten  - Kabupaten;Hospitals
Rumah Sakit Medika Lestari;Jalan HOS Cokroaminoto 57412 Klaten  - Kabupaten;Hospitals
BIMC Hospital;Jl. Bypass Ngurah Rai 10080361 Dompu  - Bali;Hospitals
RS Onkologi Surabaya;Jalan Arif Rahman Hakim 60117 Kota Surabaya;Hospitals
RS PHC;Jl. Prapat Kurung Selatan 160165 Kota Surabaya;Hospitals
Rumah Sakit Umum Daerah Dr R Soedjati Soemodiardjo;Jl. D. I. Panjaitan 3658111 Klaten  - Kabupaten;Hospitals
RS Mitra Medika;Jalan Yos Sudarso 720115 Medan Deli  - Tanjung Mulia;Hospitals
Rumah Sakit Sentra Medika;Jalan Raya Bogor 3316416 Depok;Hospitals
Klinik An-Nur;Jalan Doktor Setiabudi 6340131 Kota Bandung;Hospitals
RS Abdi Waluyo;Jalan HOS Cokroaminoto 3110220 Jakarta Pusat;Hospitals
Rumah Sakit Permata Bekasi;Jalan Legenda Raya 9 917158 Kota Bekasi;Hospitals
RS Bhakti Medicare;Jl. Raya Siliwangi 18643111 Kota Sukabumi;Hospitals
RS Pusri;Jalan Mayor Zen 8430119 Kota Palembang;Hospitals
Rumah Sakit Umum Daerah Ploso;Jl. Darmo Sugondo 8361453 Klaten  - Kabupaten;Hospitals
Rumah Sakit Ibu Dan Anak Mutiara Bunda Cilegon;Jalan Sultan Ageng Tirtayasa 8642441 Kota Cilegon;Hospitals
Surabaya Cancer Center;Jalan Manggar 960272 Kota Surabaya;Hospitals
Rumah Sakit Jiwa Atmamahusada Mahakam Samarinda;Jalan Kakap 2375115 Kota Samarinda;Hospitals
RSU Islam Harapan Anda;Jalan Ababil 4252122 Kota Tegal;Hospitals
Rumah Sakit Khusus Bedah BIMC;Jalan Ngurah Rai By Pass 10080361 Klaten  - Kabupaten;Hospitals
RSU Famili Husada;Jalan Astina Timur 880512 Dompu  - Bali;Hospitals
RSUD Dr. Soetomo;Jl. Mayjend. Prof. Dr. Moestopo 660286 Kota Surabaya;Hospitals
Rumah Sakit Umum Daerah Cibabat;Jalan Jenderal Haji Amir Machmud 14040523 Kota Cimahi;Hospitals
Rumah Sakit Gading Pluit;"C/O; Gading Pluit Jasa Medika 14250 Jakarta";Hospitals
Santosa Hospital Bandung Kopo;Jl. KH. Wahid Hasyim 46140227 Klaten  - Kabupaten;Hospitals
RSIA Bunda Aliyah;Jalan Pahlawan Revolusi 10013430 Jakarta;Hospitals
Wilujeng Abadi;Jalan Joyoboyo 464183 Padangan;Hospitals
Rumah Sakit Astrini;Jl. Brigjend Katamso 57661 Klaten  - Kabupaten;Hospitals
Riau Anggun Mandiri;Jl. Bima Tuanku Tambusai 128292 Riau;Hospitals
Rumah Sakit Gotong Royong;Jalan Medokan Semampir Indah 60119 Kota Surabaya;Hospitals
Rumah Sakit Wiyung Sejahtera;Jalan Karangan PDAM 160227 Kota Surabaya;Hospitals
RS KIA Harapan Bunda Bandung;Jl. Pluto Raya Street 40286 Kota Bandung;Hospitals
Dompet Duafa;Jalan Parang Klitik 4257411 Klaten  - Kabupaten;Hospitals
RS Lira Medika;Jalan Syekh Quro 1441314 Klaten  - Kabupaten;Hospitals
Rumah Sakit Pertamedika Ummi Rosnati;Jl. Sekolah Gampoeng Ateuk Pahlawan 523241 Kota Banda Aceh;Hospitals
RS Dinda;Jalan Galuh - Jatiuwung 215134 Kota Tangerang;Hospitals
Tripilar Medis Jaya;Jalan Ipda Tut Harsono 5355165 Kota Yogyakarta;Hospitals
Medika Loka Lampung;Jl. Tulang Bawang 2135213 Kota Bandar Lampung;Hospitals
RSU Fastabiq Sehat PKU Muhammadiyah;Jl. Raya Pati - Tayu 359119 Klaten  - Kabupaten;Hospitals
Klinik Medika Utama;A Jl. Mulawarman 2476116 Balikpapan;Hospitals
RSUD Dr. R Soetijono Blora;Jalan Doktor Sutomo 4257451 Klaten  - Kabupaten;Hospitals
RS. Krakatau Medika;Jalan Semar 42423 Kota Cilegon;Hospitals
Siloam Hospitals;Jalan Gubeng Jaya 7060281 Kota Surabaya;Hospitals
Rumah Sakit Umum Daerah Pelabuhan Ratu;Jalan Jenderal Ahmad Yani 243145 Kota Sukabumi;Hospitals
RSIA Asyifa Depok;Jl. Raya Cinere Depok 9 Depok;Hospitals
Rumah Sakit Umum Daerah Cilacap;Jalan Gatot Subroto 2853283 Cilacap Tengah;Hospitals
Rilyzni Prakarsa Investama;Jl.Sultan Haji Lingkungan II 35132 Kota Bandar Lampung;Hospitals
Rumah Sakit Umum Royal Surabaya;Jalan Rungkut Industri 1 160293 Kota Surabaya;Hospitals
Rumah Sakit Hardjo Lukito;Jalan Janti 55198 Klaten  - Kabupaten;Hospitals
Medika Loka Yogya;Jalan Inpeksi Selokan Mataram 55282 Kota Yogyakarta;Hospitals
Rumah Sakit Umum Daerah Sumberrejo;Jalan Sumberrejo 23157421 Klaten  - Kabupaten;Hospitals
Rumah Sakit Bhayangkara Bondowoso;Jl. Jend Pol S Judodiharjo 1268287 Klaten  - Kabupaten;Hospitals
RS Dharma Husada;Jalan Ngebong 19257471 Klaten  - Kabupaten;Hospitals
RS Awal Bros Panam;Jalan HR Soebrantas 8828291 Kota Pekanbaru;Hospitals
BP Mandau Sejahtera;Jalan Jenderal Sudirman 3528784 Klaten  - Kabupaten;Hospitals
Rumah Sakit Sari Asih;Jalan Imam Bonjol 3815114 Kota Tangerang;Hospitals
Rumah Sakit Bedah & Obgyn Dr Moedjito;Jl. Hayam Wuruk 961411 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Lumajang;Jalan Kyai Muksin 1967311 Klaten  - Kabupaten;Hospitals
Rumah Sakit Karisma Cimareme;Jalan Cilame 23540552 Kabupaten Bandung Barat;Hospitals
RS Ananda Purwokerto;Jalan Pemuda 3053132 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Assyifa;Jl. Jend. Sudirman 2743111 Kota Sukabumi;Hospitals
Rumah Sakit Umum Mitra Sejati;Jalan AH Nasution 720147 Medan Johor  - Pangkalan Masyhur;Hospitals
Rumah Sakit Mawaddah Medika;Jl. Raya Ngijingan 61385 Klaten  - Kabupaten;Hospitals
RSIA Kirana;Jalan Ngebong 8757471 Klaten  - Kabupaten;Hospitals
RS Jiwa Cisarua;Jl. Kolonel Masturi 740617 Klaten  - Kabupaten;Hospitals
Rumah Sakit Citra Harapan;Jl. Raya Harapan Indah 317131 Klaten  - Kabupaten;Hospitals
Rigita Medika Mulya;Jalan Kyai Haji Hasyim Ashari 1815145 Kasemen  - Banten;Hospitals
Bintara Kartika Bakti;C/O Rumah Sakit Satya Negara 2414350 Jakarta;Hospitals
RS Panti Rahayu;Jl. Letjen. R. Suprapto 658111 Klaten  - Kabupaten;Hospitals
Morula IVF;The Bic Building 1210350 Jakarta;Hospitals
Sapta Kurnia Abadi;Jl. Raya Ciselang Cikampek Utara 41373 Klaten  - Kabupaten;Hospitals
Jumbotama Pluit Indonesia;Jalan Pluit Selatan Raya 214450 Jakarta;Hospitals
Rumah Sakit Fathma Medika;Jalan Pendopo 4561151 Klaten  - Kabupaten;Hospitals
RS.Bella;Jalan Insinyur Haji Juanda 14117113 Kota Bekasi;Hospitals
Klinik Bedah Surabaya;Jalan Ngagel Wasana 1 3960116 Kota Surabaya;Hospitals
Rumah Sakit Ibu Dan Anak Hermina Bitung;Jalan Raya Serang 1015810 Klaten  - Kabupaten;Hospitals
Rumah Sakit Urip Sumoharjo Bandar Lampung;Jalan Letnan Jenderal Urip Sumoharjo 20035131 Kota Bandar Lampung;Hospitals
Rumah Sakit Umum Daerah Panembahan Senopati Bantul;Jl. Dr. Wahidin Sudirohusodo 55714 Klaten  - Kabupaten;Hospitals
RS Permata Keluarga Jababeka;Jl. Dr. Cipto Mangunkusumo 17530 Klaten  - Kabupaten;Hospitals
Klinik PKU Muhammadiyah;Jalan Doktor Husen Kartasasmita 8446312 Banjar;Hospitals
Klinik Mata Mayestik;Jalan Kota Bumi 1410210 Jakarta;Hospitals
Rumah Sakit Umum Daerah Kota Cilegon;Jl. Kapt. P. Tendean 342412 Kota Cilegon;Hospitals
Rumah Sakit Juwita;Jalan Mayor Madmuin Hasibuan 7817113 Kota Bekasi;Hospitals
Rumah Sakit Berumah Sakitalin Mutiara Bunda Salatiga;Jalan Merak 850721 Salatiga;Hospitals
RSIA Permata Bunda;Jl. Adinegoro By Pass 27317 Klaten  - Kabupaten;Hospitals
Rumah Sakit Bhakti Asih;Jalan Pangeran Diponegoro 12552212 Klaten  - Kabupaten;Hospitals
Rumah Sakit Bersalin Kusuma;Jalan Bima 357416 Klaten  - Kabupaten;Hospitals
Pelindo Husada Citra;Jl. Prapat Kurung Selatan 160165 Kota Surabaya;Hospitals
Seno Medika Klinik Khitan;Jalan Jenderal Ahmad Yani 67540125 Kota Bandung;Hospitals
Rumah Sakit Umum Daerah Dr R Soetrasno;Jalan Pahlawan 1659218 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Bhakti Rahayu;Jalan Gatot Subroto 2 1180231 Dompu  - Bali;Hospitals
Rumah Sakit Umum TK.III Bhakti Wira Tamtama Smg;Jalan Doktor Sutomo 1757451 Klaten  - Kabupaten;Hospitals
Rumah Sakit Santo Borromeus;Jalan Insinyur Haji Djuanda 10040132 Kota Bandung;Hospitals
Rumah Sakit TK III Ciremai;Jalan Kesambi 23745132 Kota Cirebon;Hospitals
Rumah Sakit Yos Sudarso;Jalan Situjuh 125129 Kota Padang;Hospitals
Rumah Sakit Jiwa Dr Soeharto Heerdjan Jakarta;Jalan Profesor Doktor Latumeten 111460 Jakarta;Hospitals
Rumah Sakit Umum Santo Antonius;Jl. K.H Wahidin Hasyim 24978116 Kota Pontianak;Hospitals
RSIA Hermina Bekasi;Jalan Kemakmuran 3917141 Kota Bekasi;Hospitals
Eka Hospital;Jl. Ir. Soekarno-Hatta 628282 Kota Pekanbaru;Hospitals
Akademi Kebidanan Griya Husada;Jl. Dukuh Pakis Baru II 11060225 Kota Surabaya;Hospitals
Rumah Sakit Siloam Hospital Balikpapan;Jalan MT Haryono 976114 Balikpapan;Hospitals
Rumah Sakit Immanuel;Jalan Kopo 16140224 Kota Bandung;Hospitals
RSU Harapan Ibu;Jalan Mayor Jenderal Sungkono 153371 Klaten  - Kabupaten;Hospitals
Rumah Sakit Khusus Paru Surabaya;Jalan Karang Tembok 3960153 Kota Surabaya;Hospitals
RSB Taman Harapan Baru;Jalan Harapan Baru 17133 Kota Bekasi;Hospitals
Rumah Sakit PKU Muhammadiyah;Jalan Kyai Haji Ahmad Dahlan 2055121 Kota Yogyakarta;Hospitals
Rumah Sakit Umum William Booth;Jalan Letnan Jenderal S Parman 550232 Kota Semarang;Hospitals
Rumah Sakit Haji Medan;Jl. Rumah Sakit Haji Medan 20216 Percut Sei Tuan;Hospitals
Rumah Sakit Siloam Purwakarta;Jalan Raya Bungur Sari 141181 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Wonosobo;Jl. Mayjen Bambang Sugeng 356317 Klaten  - Kabupaten;Hospitals
Dentamedica Care Center;Jl. AP. Pettarani 2190174 Jakarta Timur  - Makasar;Hospitals
Rumah Sakit Simpangan Depok;Jalan Bogor 3616515 Depok;Hospitals
Rumah Sakit Umum Graha Ultima Medika;Jalan Majapahit 1083127 Kota Mataram;Hospitals
Rumah Sakit Pelabuhan Cirebon;Jalan Sisingamangaraja 4545121 Kota Cirebon;Hospitals
Rumah Sakit Abdi Waluyo;Jalan HOS Cokroaminoto 3110220 Jakarta;Hospitals
Rumah Sakit Prima Medika;Jl. Pulau Serangan 980361 Dompu  - Bali;Hospitals
Rumah Sakit Royal Progress;Jalan Danau Sunter Utara 14350 Jakarta;Hospitals
Rumah Sakit Islam Muhammadiyah Kendal;Jl. Ar Rahmah 1851215 Klaten  - Kabupaten;Hospitals
Rumah Sakit Pondok Indah;Rumah Sakit Pondok Indah 1412310 Jakarta;Hospitals
Rumah Sakit Prof Dr Tabrani;Jalan Jenderal Sudirman 41028284 Kota Pekanbaru;Hospitals
Rumah Sakit TNI AU Dr Salamun;Jalan Ciung 20340133 Kota Bandung;Hospitals
RS. PKU Muhammadiyah;Jalan Ronggowarsito 13057131 Surakarta;Hospitals
Rumah Sakit Berumah Sakitalin Bunda Semarang;Jl. Brigjen Katamso 850125 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Sultan Agung;Jalan Kaligawe 450113 Kota Semarang;Hospitals
Sekolah Tinggi Ilmu Kesehatan Immanuel;Jalan Kopo 16140231 Kota Bandung;Hospitals
Rsal Dr Mintohardjo;Jalan Bendungan Hilir 1710270 Jakarta;Hospitals
Rumah Sakit Umum Daerah Kota Semarang;Jalan Fatmawati 150273 Kota Semarang;Hospitals
Ken Saras Rumah Sakit;Jalan Soekarno Hatta 2950552 Klaten  - Kabupaten;Hospitals
Rumah Sakit Ridhoka Salma Cikarang;Jalan Imam Bonjol 717520 Klaten  - Kabupaten;Hospitals
Rumah Sakit Mata Undaan;Jalan Undaan Kulon 1960274 Kota Surabaya;Hospitals
RS Mitra Keluarga Bekasi;Jalan Jenderal Ahmad Yani 17144 Kota Bekasi;Hospitals
Rumah Sakit Umum Daerah Kota Bandung;Jalan Rumah Sakit 2240294 Bandung;Hospitals
RS. HARAPAN BUNDA BANDA ACEH;Jalan Teuku Umar 18123233 Banda Aceh;Hospitals
RSU Rajawali Citra;Jl. Pleret KM 2.5 55196 Bantul;Hospitals
Rumah Sakit Duta Indah;Jalan Teluk Gong A1 1214450 Jakarta Utara;Hospitals
Rumah Sakit Bunda Palembang;Jalan Demang Lebar Daun 7030132 Kota Palembang;Hospitals
Rumah Sakit Umum Dr H Abdul Moeloek;Jalan Doktor A Rivai 635112 Kota Bandar Lampung;Hospitals
Rumah Sakit Umum Permata Depok;Jalan Raya Muchtar 2216519 Depok;Hospitals
RSUD Sambas;Jl. Pendidikan Sambas 79462 Klaten  - Kabupaten;Hospitals
Balai Besar Laboratorium Kesehatan;Jalan Inspektur Yazid 230129 Kota Palembang;Hospitals
Hermina Karawang;Jl. Tuparev 38614314 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Pati;Jl. Raya Pati Tayu 1859181 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Habibullah;Jalan Tahunan 58183 Klaten  - Kabupaten;Hospitals
Rumah Sakit Cahya Kawaluyan;Perumahan Pesona Ala Parahyangan 340293 Kota Bandung;Hospitals
Rumah Sakit Umum Daerah Sidoarjo;Jalan Mojopahit 66761215 Klaten  - Kabupaten;Hospitals
RSUD Dr. Tjitrowardojo Purworejo;Jalan Jenderal Sudirman 6054114 Klaten  - Kabupaten;Hospitals
Siloam Hospitals Jambi;Jalan Soekarno Hatta 36138 Kota Jambi;Hospitals
Rumah Sakit Umum Metro Medical Center;Jalan Merdeka Barat 7024355 Kota Lhoksumawe;Hospitals
Semen Padang Hospital;Jalan By Pass 725161 Kota Padang;Hospitals
Rumah Sakit Permata Keluarga;Jalan Mohammad Husni Thamrin 17550 Kota Bekasi;Hospitals
Rumah Sakit Kharitas Bhakti;Jalan Siam 15378122 Kota Pontianak;Hospitals
Rumah Sakit Hermina Serpong;Jl. Raya Puspitek 815310 Klaten  - Kabupaten;Hospitals
Rumah Sakit Ibu Dan Anak Sylvani;Jalan Perintis Kemerdekaan 2120747 Kota Binjai;Hospitals
Rumah Sakit Ibu Dan Anak Gizar;Jl. 117330 Kota Bekasi;Hospitals
Rumah Sakit Emanuel;Purwareja - Klampok Banjarnegara 53474 Klaten  - Kabupaten;Hospitals
Rumah Sakit Adella;Jl. Prof Moh Yamin 7752183 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Daerah Dr R Koesma;Jl. Dr. Wahidin Sudirohusodo 80062315 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Madinah;Jl. Raya Sukasari 3264111 Kota Kediri;Hospitals
Rumah Sakit Rahman Rahim;Jalan Saimbang 61258 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Royal Prima;Jalan Raden Wijaya 36138 Kota Jambi;Hospitals
Buah Hati Medika Pamulang;Jalan Siliwangi 18915141 Kota Tangerang;Hospitals
Rumah Sakit Sari Asih Serang;Jalan Jenderal Sudirman 3842124 Kota Serang;Hospitals
Rumah Sakit Adam Thalib;Jl. Teuku Umar 2517530 Klaten  - Kabupaten;Hospitals
Rumah Sakit Samarinda Medika Citra;Jalan Haji Muhammad Kadrie Oening 8175124 Kota Samarinda;Hospitals
Rumah Sakit Umum Natar Medika;Jalan Raya Natar 435362 Kabupaten Lampung Selatan;Hospitals
RSUD Kanjuruhan Malang;Jalan Panji 10065163 Kota Malang;Hospitals
Rumah Sakit Telaga Bunda;Jl. Peutua Banta 724251 Klaten  - Kabupaten;Hospitals
Rumah Sakit Wijaya Kusumah;Jl. RE Martadinata 17245514 Klaten  - Kabupaten;Hospitals
RS Bhakti Rahayu Surabaya;Jalan Ketintang Madya 1 1660231 Kota Surabaya;Hospitals
Rumah Sakit Panti Secanti;Jalan Gesing Jatipuro 57437 Klaten  - Kabupaten;Hospitals
Rumah Sakit Hermina Solo;Jalan Kolonel Sutarto 1657126 Surakarta;Hospitals
Rumah Sakit Hermina Sukabumi;Jalan Raya Sukaraja 43192 Klaten  - Kabupaten;Hospitals
Elim Medical Center;Jalan Jenderal Sudirman 19040181 Klaten  - Kabupaten;Hospitals
Rumah Sakit Kurnia Serang;Jalan Raya Cilegon 842161 Klaten  - Kabupaten;Hospitals
Delta Surya Husada;Jalan Pahlawan 961211 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Aminah;Jalan Kenari 5466136 Kota Blitar;Hospitals
RS. Santa Elisabeth;Jl. Ganjuran 55551 Kota Yogyakarta;Hospitals
Rumah Sakit Islam Nasrul Ummah;Jalan Merapi 6257413 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Fatimah Banyuwangi;Jalan Jambu 2557423 Klaten  - Kabupaten;Hospitals
Rumah Sakit Tiara;Jalan Raya Babelan 6317121 Kota Bekasi;Hospitals
Rumah Sakit Umum Kasih Bunda Cimahi;Jalan Mahar Martanegara 16640521 Kota Cimahi;Hospitals
Rumah Sakit Harapan Jayakarta;Jl. Bekasi Timur Raya 613930 Jakarta;Hospitals
RS Tiara Sella;Jalan S Parman 6138111 Kota Bengkulu;Hospitals
Murni Teguh Memorial Hospital;Jalan Jawa 220231 Kota Medan;Hospitals
Rumah Sakit Islam Kustati;Jalan Kapten Mulyadi 24957188 Surakarta;Hospitals
RSU Famili Husada;Jalan Astina Timur 880512 Klaten  - Kabupaten;Hospitals
Rumah Sakit Bhakti Nugraha;Jalan Basuki Rahmat 5075111 Kota Samarinda;Hospitals
Rumah Sakit Umum PKU Muhammadiyah Pekajangan;Jalan ambokembang 4251173 Klaten  - Kabupaten;Hospitals
Rumah Sakit Medika Dramaga;Jalan Raya Dramaga 716680 Klaten  - Kabupaten;Hospitals
Mandaya Hospital;Jalan Akses Tol Karawang Barat 41361 Klaten  - Kabupaten;Hospitals
Rumah Sakit Biomedika;Jalan Bung Karno 14383118 Kota Mataram;Hospitals
Rumah Sakit Bhayangkara Jambi;Jalan Raden Mattaher 336143 Kota Jambi;Hospitals
Rumah Sakit Ibu Dan Anak Husada Bunda;Jalan Pahlawan Trip 265115 Kota Malang;Hospitals
Rumah Sakit Umum Daerah Sukoharjo;Jalan Dokter Muwardi 7157514 Jakarta;Hospitals
RS AMC;Jl. Raya Cileunyi 40626 Klaten  - Kabupaten;Hospitals
Rumah Sakit Melinda 2;Jalan Doktor Cipto Mangunkusumo 140171 Kota Bandung;Hospitals
RS Harapan Mulia;Jl. Raya Cibarusah 517530 Klaten  - Kabupaten;Hospitals
RS Usada Insani;Jalan Kyai Haji Hasyim Ashari 2415119 Kota Tangerang;Hospitals
RSU Budi Rahayu Pekalongan;Jalan Barito 551141 Kota Pekalongan;Hospitals
Bunda Jembrana;Jalan Rajawali 3682211 Klaten  - Kabupaten;Hospitals
Rumah Sakit Sekar Kamulyan;Jl. Raya Cigugur Kuningan 2845552 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Mulia Pajajaran;Jalan Pajajaran 9857436 Klaten  - Kabupaten;Hospitals
Rumah Sakit Mata Bali Mandara;Jalan Angsoka 881116 Dompu  - Bali;Hospitals
Rumah Sakit Mitra Medika Cikarang;Jl. Jatiwangi 17116 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Islam Purwokerto;Jl. H. Masyuri Rejasari 3953134 Klaten  - Kabupaten;Hospitals
Rumah Sakit Jantung Binawaluya;Jl. Letjen. T.B. Simatupang 7113750 Jakarta;Hospitals
Ciputra Hospital;Jalan Citra Raya Boulevard 15710 Klaten  - Kabupaten;Hospitals
Rumkit TK.II Dr. Soepraoen;Jalan Simo 2257432 Klaten  - Kabupaten;Hospitals
Rumah Sakit JIH;Jalan Ring Road Utara 16055283 Klaten  - Kabupaten;Hospitals
Rumah Sakit Ibu Dan Anak Zainab;Jl. Ronggo Warsito 128557 Kota Pekanbaru;Hospitals
Rumah Sakit Umum Petukangan;Jalan Ciledug Raya 812270 Jakarta;Hospitals
Rumah Sakit Umum Daerah Lawang;Jl. R.A. Kartini 565211 Klaten  - Kabupaten;Hospitals
Rumah Sakit Khusus Bedah Karima Utama;Jl. Amarta Raya 857562 Klaten  - Kabupaten;Hospitals
RS Satya Negara (Sunter Agung);Jalan Agung Utara 4 114350 Jakarta;Hospitals
Rumah Sakit Umum Permata Blora;Jl. Reksodiputro 5758217 Klaten  - Kabupaten;Hospitals
Rumah Sakit Stroke Nasional Bukittinggi;Jl. Jendral Sudirman 26111 Kota Bukittinggi;Hospitals
Rumah Sakit Darmo;Jalan Raya Darmo 9060264 Kota Surabaya;Hospitals
RS. Pertamedika Sentul;Jalan Mohammad Husni Thamrin 16810 Klaten  - Kabupaten;Hospitals
Rumah Sakit Airlangga;- C Jl. Airlangga 5061412 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Darus Syifa';Jalan Raya Benowo 560194 Kota Surabaya;Hospitals
Rumah Sakit Holistika Medika Hospital;Jl. Cindelaras Raya - Karangsari 55584 Kota Yogyakarta;Hospitals
Rumah Sakit Siti Khodijah Pekalongan;Jalan Bandung 3951122 Kota Pekalongan;Hospitals
Rumah Sakit Islam Ibnu Sina Pekanbaru;Jalan Melati 6028156 Kota Pekanbaru;Hospitals
