name;address;sector
Unggul Karsa Medika;Jl. Prof Drg Suria Sumantri 6540164 Klaten  - Kabupaten;Physicians: Occupational Medicine
Prana Mitra Bersama;Menara Mulia Basement Floor Suite G-018 12930 Jakarta;Physicians: Occupational Medicine
RSIA Andini;Jalan Tuanku Tambusai 5528292 Kota Pekanbaru;Physicians: Occupational Medicine
Agriquip Ges Indonesia;Jalan Marsekal Surya Darma 15128 Kota Tangerang;Physicians: Occupational Medicine
Anastry Global Grup;Apartment The Habitat Kios Ra  Klaten  - Kabupaten;Physicians: Occupational Medicine
Kyoai Healthcare;Wisma Kyoei Prince Indonesia 10220 Jakarta;Physicians: Occupational Medicine
All Care Dental Centre;Jl. Margaguna Raya Pondok Indah 12140 Jakarta;Physicians: Occupational Medicine
Pesona Puteri Indonesia;Jalan Kemakmuran 312640 Depok;Physicians: Occupational Medicine
Rumah Sakit Bina Estetika;Jalan Teuku Cik Ditiro 4110310 Jakarta;Physicians: Occupational Medicine
Dentassure Dental Healthcare;Jalan Bendungan Jatiluhur 7810270 Jakarta;Physicians: Occupational Medicine
Fuguy;Jalan Sarimadu Permai 17640164 Kota Bandung;Physicians: Occupational Medicine
Acupuncture St-Bruno Labarre;1532 montarville St-Bruno-de-Montarville 1532J3V 3T7 St-Bruno-de-Montarville;Physicians: Occupational Medicine
Mahakam Indosonic;Jalan Johar 110350 Jakarta;Physicians: Occupational Medicine
Escalade Dental Care;Menara Prima 12950 Jakarta;Physicians: Occupational Medicine
Megah Cemerlang Sukses Prima;Jalan Kyai Haji Hasyim Ashari 12510140 Jakarta;Physicians: Occupational Medicine
Laurel Dental Care;Jalan Lombok 5110230 Jakarta;Physicians: Occupational Medicine
Multitama Mitra Sejahtera;Jalan Daan Mogot 10011460 Jakarta;Physicians: Occupational Medicine
Prognosa;Jalan Surya Sumantri 40163 Kota Bandung;Physicians: Occupational Medicine
Pucang Raya Farma;Jalan Pucang Anom Timur 3460282 Kota Surabaya;Physicians: Occupational Medicine
Grand Medica Indonesia;Jalan Marsma R Iswahyudi 1276115 Balikpapan;Physicians: Occupational Medicine
Pelita Jiwa Sejahtera;Jalan Bintaran Kidul 955151 Kota Yogyakarta;Physicians: Occupational Medicine
Erfa Skin Treatment & Fashion Gallery;Jalan Kliningan 3340264 Klaten  - Kabupaten;Physicians: Occupational Medicine
Klinik Aviati;Jalan Kopo 5940242 Klaten  - Kabupaten;Physicians: Occupational Medicine
Domas;JL. Desa Ujung Serdang 6020362 Medan;Physicians: Occupational Medicine
Kembali Recovery Center;Raya IR Sutami, Kemenuh, Kecamatan Sukawati 80582 Tegenungan;Physicians: Occupational Medicine
Acupuncture Course Center;Jalan Kampung Melayu Besar 2312840 Jakarta;Physicians: Occupational Medicine
Adiwoso DDS & Partners Family Dentistry;Jalan Melawan 1411170 Jakarta;Physicians: Occupational Medicine
Empowering House Jogjakarta;Jalan Ki Penjawi 2655171 Kota Yogyakarta;Physicians: Occupational Medicine
Ikan Mas Toko;Jl Laks L RE Martadinata 6657121 Surakarta;Physicians: Occupational Medicine
Duta Multi Megah Wahana;Jalan Kapuk Pulo 4611720 Jakarta;Physicians: Occupational Medicine
Lembaga Psikologi Dwi Dharma;Jl. Letjen S Parman 23625133 Kota Padang;Physicians: Occupational Medicine
Mayapada Hospital;Jl. Honoris Boulevard 15117 Kota Tangerang;Physicians: Occupational Medicine
Dr Goei'S Dental Center;Jalan Lombok 4010230 Jakarta;Physicians: Occupational Medicine
Klinik Silih Asih;Jl. Prabu Gesan Ulun 10245392 Klaten  - Kabupaten;Physicians: Occupational Medicine
Apotek Kasih Ibu;Jalan Pemuda 1257415 Klaten  - Kabupaten;Physicians: Occupational Medicine
Selaras Sentosa;Jl Panjang Ruko Green Garden 16820 Klaten  - Kabupaten;Physicians: Occupational Medicine
Sri Subiyatun s Sit Bidan;Jl. Srimulyo I 1255514 Klaten  - Kabupaten;Physicians: Occupational Medicine
