name;address;sector
RSUP Dr Sardjito;Jl. Kesehatan Sekip 155243 Klaten  - Kabupaten;Hospitals
RS Dr. Oen Solo Baru;Perumahan Solo Baru Sukoharjo Po.Box 13057552 Klaten  - Kabupaten;Hospitals
Rumah Sakit Permata Medika;Jl. Moch. Ichsan 9350151 Kota Semarang;Hospitals
Rumah Sakit Muhammadiyah;Jalan Kyai Haji Ahmad Dahlan 5340262 Kota Bandung;Hospitals
Rumah Sakit Grestelina;Jl. Hestarning Raya 5190231 Jakarta Timur  - Makasar;Hospitals
Rumah Sakit Umum Griya Mahardhika;Jalan Parangtritis 455187 Kota Yogyakarta;Hospitals
Rumah Sakit Gigi Dan Mulut Fkg Univ.Indonesia;Jalan Salemba Raya 410330 Jakarta;Hospitals
Awal Bros Makassar;Jl. Urip Sumohardjo 4390232 Jakarta Timur  - Makasar;Hospitals
Rumah Sakit Al Islam;Jalan Soekarno Hatta 64440286 Kota Bandung;Hospitals
Rumah Sakit Melati;Jalan Merdeka 9215113 Kasemen  - Banten;Hospitals
Rumah Sakit Santosa Bandung Central;Jalan Kebonjati 3840181 Kota Bandung;Hospitals
Rumah Sakit Wulan Windy;Jl. Besar Marelan 1720147 Obi Timur  - Sum;Hospitals
Bhakti Persada Saudara Pharma;Jalan Pucang Sewu 1760283 Kota Surabaya;Hospitals
Bali Royal Hospital;Jl. Tantular 680227 Dompu  - Bali;Hospitals
Rumah Sakit PKU Aisyiyah;Jl. Pasar Sapi Baru Singkil 57382 Klaten  - Kabupaten;Hospitals
Siloam Hospital Lippo Cikarang;Siloam Hospitals 17550 Klaten  - Kabupaten;Hospitals
Rumah Sakit Jiwa Puri Nirmala;Jalan Jayaningprangan 1355111 Kota Yogyakarta;Hospitals
Eka Hospital;Jalan Pahlawan Seribu Commercial Business District 15310 Kota Tangerang Selatan;Hospitals
Rumah Sakit Bhayangkara;Jalan Raya Yogya - Solo 1457452 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Prof Dr Soekandar;Jalan Hayam Wuruk 2561382 Klaten  - Kabupaten;Hospitals
Rumah Sakit Dr. Oen Solo Baru;Jl. Brigjen Katamso 55 Surakarta;Hospitals
RS. St. Elisabeth;Jl. Haji Misbah 720713 Kota Binjai;Hospitals
Rumah Sakit Balikpapan Baru;Jalan MT Haryono 76114 Balikpapan;Hospitals
Miracle Aesthetic Clinic;Graha Miracle 4060264 Kota Surabaya;Hospitals
RS Orthopedi & Traumatologi Surabaya;Emerald Mansion Tx 1060132 Kota Surabaya;Hospitals
Rumah Sakit Medika BSD;Jalan Letnan Sutopo 715311 Kota Tangerang Selatan;Hospitals
Rumah Sakit Ananda;Jalan Sultan Agung 17317133 Kota Bekasi;Hospitals
Sumatera Eye Center;Jalan Iskandar Muda 27820112 Obi Timur  - Sum;Hospitals
RS Adi Husada Undaan Wetan;Jalan Undaan Wetan 4060272 Kota Surabaya;Hospitals
Rumah Sakit Islam Klaten;Jalan Klaten - Solo 457436 Klaten  - Kabupaten;Hospitals
Rumah Sakit Medika Lestari;Jalan HOS Cokroaminoto 57412 Klaten  - Kabupaten;Hospitals
BIMC Hospital;Jl. Bypass Ngurah Rai 10080361 Dompu  - Bali;Hospitals
RS Onkologi Surabaya;Jalan Arif Rahman Hakim 60117 Kota Surabaya;Hospitals
RS PHC;Jl. Prapat Kurung Selatan 160165 Kota Surabaya;Hospitals
Rumah Sakit Umum Daerah Dr R Soedjati Soemodiardjo;Jl. D. I. Panjaitan 3658111 Klaten  - Kabupaten;Hospitals
Bali Mandiri;Jalan Singapadu 80582 Klaten  - Kabupaten;Hospitals
RS Mitra Medika;Jalan Yos Sudarso 720115 Medan Deli  - Tanjung Mulia;Hospitals
Rumah Sakit Sentra Medika;Jalan Raya Bogor 3316416 Depok;Hospitals
Klinik An-Nur;Jalan Doktor Setiabudi 6340131 Kota Bandung;Hospitals
RS Abdi Waluyo;Jalan HOS Cokroaminoto 3110220 Jakarta Pusat;Hospitals
Rumah Sakit Permata Bekasi;Jalan Legenda Raya 9 917158 Kota Bekasi;Hospitals
RS Bhakti Medicare;Jl. Raya Siliwangi 18643111 Kota Sukabumi;Hospitals
RS Pusri;Jalan Mayor Zen 8430119 Kota Palembang;Hospitals
Rumah Sakit Umum Daerah Ploso;Jl. Darmo Sugondo 8361453 Klaten  - Kabupaten;Hospitals
Rumah Sakit Ibu Dan Anak Mutiara Bunda Cilegon;Jalan Sultan Ageng Tirtayasa 8642441 Kota Cilegon;Hospitals
Indo Tech;Jl. Ahmad Yani 5580231 Klaten  - Kabupaten;Hospitals
Surabaya Cancer Center;Jalan Manggar 960272 Kota Surabaya;Hospitals
Klinik Bahagia;Jalan Pandu 9357438 Klaten  - Kabupaten;Medical Clinics
Klinik Dr. Sanders B;Jalan Teuku Umar 1917520 Kota Bekasi;Medical Clinics
RSU Islam Harapan Anda;Jalan Ababil 4252122 Kota Tegal;Medical Clinics
Rumah Sakit Khusus Bedah BIMC;Jalan Ngurah Rai By Pass 10080361 Klaten  - Kabupaten;Medical Clinics
RSU Famili Husada;Jalan Astina Timur 880512 Dompu  - Bali;Medical Clinics
PT.Rupa Aestetika Teknologi Aktual;Kompleks Ruko Permata Senayan 2112210 Jakarta;Medical Clinics
RSUD Dr. Soetomo;Jl. Mayjend. Prof. Dr. Moestopo 660286 Kota Surabaya;Medical Clinics
Rumah Sakit Umum Daerah Cibabat;Jalan Jenderal Haji Amir Machmud 14040523 Kota Cimahi;Medical Clinics
Apotek Kimia Farma 112;Jalan Diponegoro 873111 Palangkaraya  - Palangka;Medical Clinics
Klinik Dr. Nancy;Jl. Raya Setu Mustika Jaya 17145 Klaten  - Kabupaten;Medical Clinics
Rumah Sakit Gading Pluit;"C/O; Gading Pluit Jasa Medika 14250 Jakarta";Medical Clinics
Santosa Hospital Bandung Kopo;Jl. KH. Wahid Hasyim 46140227 Klaten  - Kabupaten;Medical Clinics
Nayaka Era Husada;Jalan Ciliwung 1765122 Kota Malang;Medical Clinics
Rumah Sakit Jiwa Atmamahusada Mahakam Samarinda;Jalan Kakap 2375115 Kota Samarinda;Medical Clinics
RSIA Bunda Aliyah;Jalan Pahlawan Revolusi 10013430 Jakarta;Medical Clinics
Wilujeng Abadi;Jalan Joyoboyo 464183 Padangan;Medical Clinics
Rumah Sakit Astrini;Jl. Brigjend Katamso 57661 Klaten  - Kabupaten;Medical Clinics
Riau Anggun Mandiri;Jl. Bima Tuanku Tambusai 128292 Riau;Medical Clinics
Rumah Sakit Gotong Royong;Jalan Medokan Semampir Indah 60119 Kota Surabaya;Medical Clinics
Rumah Sakit Wiyung Sejahtera;Jalan Karangan PDAM 160227 Kota Surabaya;Medical Clinics
Puskesmas Kendal II;Jalan Kergan 1057485 Klaten  - Kabupaten;Family Health Homes
RS KIA Harapan Bunda Bandung;Jl. Pluto Raya Street 40286 Kota Bandung;Family Health Homes
Dompet Duafa;Jalan Parang Klitik 4257411 Klaten  - Kabupaten;Family Health Homes
RS Lira Medika;Jalan Syekh Quro 1441314 Klaten  - Kabupaten;Family Health Homes
Rumah Sakit Pertamedika Ummi Rosnati;Jl. Sekolah Gampoeng Ateuk Pahlawan 523241 Kota Banda Aceh;Family Health Homes
RS Dinda;Jalan Galuh - Jatiuwung 215134 Kota Tangerang;Family Health Homes
Tripilar Medis Jaya;Jalan Ipda Tut Harsono 5355165 Kota Yogyakarta;Family Health Homes
Klinik Mitra Medika Abadi;Jl. Kapt. Mitra Hanafiah 341253 Klaten  - Kabupaten;Family Health Homes
Medika Loka Lampung;Jl. Tulang Bawang 2135213 Kota Bandar Lampung;Family Health Homes
RSU Fastabiq Sehat PKU Muhammadiyah;Jl. Raya Pati - Tayu 359119 Klaten  - Kabupaten;Family Health Homes
Beart Korean Skin Clinic;Jalan Pluit Putera 1814450 Jakarta;Family Health Homes
Klinik Medika Utama;A Jl. Mulawarman 2476116 Balikpapan;Family Health Homes
RSUD Dr. R Soetijono Blora;Jalan Doktor Sutomo 4257451 Klaten  - Kabupaten;Family Health Homes
RS. Krakatau Medika;Jalan Semar 42423 Kota Cilegon;Family Health Homes
Siloam Hospitals;Jalan Gubeng Jaya 7060281 Kota Surabaya;Family Health Homes
Rumah Sakit Ibu Dan Anak Sentosa Bogor;Jalan Kemang 1816310 Klaten  - Kabupaten;Family Health Homes
Rumah Sakit Umum Daerah Pelabuhan Ratu;Jalan Jenderal Ahmad Yani 243145 Kota Sukabumi;Family Health Homes
Rejuva Dental & Dermatology;Jl. Mayjend Sungkono 60189 Kota Surabaya;Family Health Homes
Rumah Sakit Umum Daerah Cilacap;Jalan Gatot Subroto 2853283 Cilacap Tengah;Family Health Homes
Rilyzni Prakarsa Investama;Jl.Sultan Haji Lingkungan II 35132 Kota Bandar Lampung;Family Health Homes
Klinik Estetika;Jalan Dr Muwardi 1157141 Laweyan  - Bumi;Medical Clinics
Kusuma Medical Center;Jalan Mayjend Sutoyo 3876113 Balikpapan;Medical Clinics
Resman;Jalan Residen Sudirman 2560131 Kota Surabaya;Medical Clinics
Bina Dinamika Raga;Jl. H. Kurdi I 6240243 Kota Bandung;Medical Clinics
Rumah Sakit Umum Royal Surabaya;Jalan Rungkut Industri 1 160293 Kota Surabaya;Medical Clinics
Rumah Sakit Hardjo Lukito;Jalan Janti 55198 Klaten  - Kabupaten;Medical Clinics
Medika Loka Yogya;Jalan Inpeksi Selokan Mataram 55282 Kota Yogyakarta;Medical Clinics
Rumah Sakit Umum Daerah Sumberrejo;Jalan Sumberrejo 23157421 Klaten  - Kabupaten;Medical Clinics
Diandra Clinic;Plaza Graha Famili D 60228 Kota Surabaya;Medical Clinics
Rumah Sakit Bhayangkara Bondowoso;Jl. Jend Pol S Judodiharjo 1268287 Klaten  - Kabupaten;Medical Clinics
RS Dharma Husada;Jalan Ngebong 19257471 Klaten  - Kabupaten;Medical Clinics
RS Awal Bros Panam;Jalan HR Soebrantas 8828291 Kota Pekanbaru;Medical Clinics
BP Mandau Sejahtera;Jalan Jenderal Sudirman 3528784 Klaten  - Kabupaten;Medical Clinics
Natasha - Skin Care;Jalan Urip Sumoharjo 6555222 Kota Yogyakarta;Medical Clinics
Weren Mulia Estetika;Jalan Pluit Karang Permai 14450 Jakarta;Medical Clinics
Klinik Monhal Persada;Jalan Serang 2315133 Kota Tangerang;Medical Clinics
Klinik Graha Mitra;Jl. Raya Hankam 317116 Klaten  - Kabupaten;Medical Clinics
Rumah Sakit Sari Asih;Jalan Imam Bonjol 3815114 Kota Tangerang;Medical Clinics
Rumah Sakit Bedah & Obgyn Dr Moedjito;Jl. Hayam Wuruk 961411 Klaten  - Kabupaten;Medical Clinics
Dewata Makmur Sejahtera;Jalan Pulau Nusa Penida 2680114 Dompu  - Bali;Medical Clinics
Rumah Sakit Karisma Cimareme;Jalan Cilame 23540552 Kabupaten Bandung Barat;Hospitals
RS Ananda Purwokerto;Jalan Pemuda 3053132 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Assyifa;Jl. Jend. Sudirman 2743111 Kota Sukabumi;Hospitals
Rumah Sakit Umum Mitra Sejati;Jalan AH Nasution 720147 Medan Johor  - Pangkalan Masyhur;Hospitals
RSIA Asyifa Depok;Jl. Raya Cinere Depok 9 Depok;Hospitals
Rumah Sakit Mawaddah Medika;Jl. Raya Ngijingan 61385 Klaten  - Kabupaten;Hospitals
RSIA Kirana;Jalan Ngebong 8757471 Klaten  - Kabupaten;Hospitals
Muhana Sano Esensi;Jalan Wolter Mongonsidi 4050112 Kota Semarang;Hospitals
RS Jiwa Cisarua;Jl. Kolonel Masturi 740617 Klaten  - Kabupaten;Hospitals
Rumah Sakit Citra Harapan;Jl. Raya Harapan Indah 317131 Klaten  - Kabupaten;Hospitals
Rigita Medika Mulya;Jalan Kyai Haji Hasyim Ashari 1815145 Kasemen  - Banten;Hospitals
Toya Medika Clinic;Jalan Raya Pengosekan 80571 Dompu  - Bali;Hospitals
Vit Profesional Indosehat;Kalibata City Tower Sakura Unit S/Gf Kl. 1 Jakarta;Hospitals
Bintara Kartika Bakti;C/O Rumah Sakit Satya Negara 2414350 Jakarta;Hospitals
RS Panti Rahayu;Jl. Letjen. R. Suprapto 658111 Klaten  - Kabupaten;Hospitals
Morula IVF;The Bic Building 1210350 Jakarta;Hospitals
Klinik Rafael;Jl. Plampitan 3350519 Klaten  - Kabupaten;Hospitals
Sapta Kurnia Abadi;Jl. Raya Ciselang Cikampek Utara 41373 Klaten  - Kabupaten;Hospitals
RSIA Ferina;Jalan Irian Barat 760281 Kota Surabaya;Hospitals
Jumbotama Pluit Indonesia;Jalan Pluit Selatan Raya 214450 Jakarta;Hospitals
Rumah Sakit Islam Lumajang;Jalan Kyai Muksin 1967311 Klaten  - Kabupaten;BanksHospitals
Rumah Sakit Fathma Medika;Jalan Pendopo 4561151 Klaten  - Kabupaten;BanksHospitals
RS.Bella;Jalan Insinyur Haji Juanda 14117113 Kota Bekasi;BanksHospitals
Klinik Anak Cerdas Ceria;Jl. Letjen Suprapto 8957156 Surakarta;BanksHospitals
Klinik Bedah Surabaya;Jalan Ngagel Wasana 1 3960116 Kota Surabaya;BanksHospitals
Rumah Sakit Ibu Dan Anak Hermina Bitung;Jalan Raya Serang 1015810 Klaten  - Kabupaten;BanksHospitals
Rumah Sakit Urip Sumoharjo Bandar Lampung;Jalan Letnan Jenderal Urip Sumoharjo 20035131 Kota Bandar Lampung;BanksHospitals
Rumah Sakit Umum Daerah Panembahan Senopati Bantul;Jl. Dr. Wahidin Sudirohusodo 55714 Klaten  - Kabupaten;BanksHospitals
RS Permata Keluarga Jababeka;Jl. Dr. Cipto Mangunkusumo 17530 Klaten  - Kabupaten;BanksHospitals
Klinik PKU Muhammadiyah;Jalan Doktor Husen Kartasasmita 8446312 Banjar;BanksHospitals
Bio Karya Sejahtera;Jl. Gunung Latimojong  Jakarta Timur  - Makasar;BanksHospitals
Revital Clinic;Jalan Lengkong Kecil 1440261 Klaten  - Kabupaten;BanksHospitals
Klinik Mata Mayestik;Jalan Kota Bumi 1410210 Jakarta;BanksHospitals
Rumah Sakit Umum Daerah Kota Cilegon;Jl. Kapt. P. Tendean 342412 Kota Cilegon;BanksHospitals
Rumah Sakit Juwita;Jalan Mayor Madmuin Hasibuan 7817113 Kota Bekasi;BanksHospitals
Rumah Sakit Mata Pekanbaru;Jalan Soekarno Hatta 23628125 Kota Pekanbaru;BanksHospitals
Little Ants Preschool;Wisma 46 Kota BNI 2Rd Floor Unit 2.05 10220 Jakarta;BanksHospitals
Rumah Sakit Berumah Sakitalin Mutiara Bunda Salatiga;Jalan Merak 850721 Salatiga;BanksHospitals
Igyolini Korpora Utama;Jl. Petogogan II / 2912160 Jakarta;BanksHospitals
RSIA Permata Bunda;Jl. Adinegoro By Pass 27317 Klaten  - Kabupaten;BanksHospitals
Rumah Sakit Bhakti Asih;Jalan Pangeran Diponegoro 12552212 Klaten  - Kabupaten;Hospitals
Cahaya Advchem Digital Printing;Ruko Sentra Kencana 860246 Kota Surabaya;Hospitals
Rumah Sakit Bersalin Kusuma;Jalan Bima 357416 Klaten  - Kabupaten;Hospitals
Persatuan Karya Dharma Kesehatan Indonesia;Jalan Kramat 6 710330 Jakarta;Hospitals
Pelindo Husada Citra;Jl. Prapat Kurung Selatan 160165 Kota Surabaya;Hospitals
Seno Medika Klinik Khitan;Jalan Jenderal Ahmad Yani 67540125 Kota Bandung;Hospitals
Rumah Sakit Umum Daerah Dr R Soetrasno;Jalan Pahlawan 1659218 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Bhakti Rahayu;Jalan Gatot Subroto 2 1180231 Dompu  - Bali;Hospitals
Rumah Sakit Umum TK.III Bhakti Wira Tamtama Smg;Jalan Doktor Sutomo 1757451 Klaten  - Kabupaten;Hospitals
Rumah Sakit Santo Borromeus;Jalan Insinyur Haji Djuanda 10040132 Kota Bandung;Hospitals
Rumah Sakit TK III Ciremai;Jalan Kesambi 23745132 Kota Cirebon;Hospitals
Rumah Sakit Yos Sudarso;Jalan Situjuh 125129 Kota Padang;Hospitals
Rumah Sakit Jiwa Dr Soeharto Heerdjan Jakarta;Jalan Profesor Doktor Latumeten 111460 Jakarta;Hospitals
Rumah Sakit Umum Santo Antonius;Jl. K.H Wahidin Hasyim 24978116 Kota Pontianak;Hospitals
PT Ceria Inovasi Internasional;Jalan Doktor Ide Anak Agung Gde Agung 112930 Jakarta Selatan;Hospitals
RSIA Hermina Bekasi;Jalan Kemakmuran 3917141 Kota Bekasi;Hospitals
Eka Hospital;Jl. Ir. Soekarno-Hatta 628282 Kota Pekanbaru;Hospitals
Akademi Kebidanan Griya Husada;Jl. Dukuh Pakis Baru II 11060225 Kota Surabaya;Hospitals
Rumah Sakit Siloam Hospital Balikpapan;Jalan MT Haryono 976114 Balikpapan;Hospitals
Perisai Husada;Jalan Halmahera 840115 Kota Bandung;Hospitals
Klinik Ibnu Sina;Jalan Marsma R Iswahyudi 476115 Balikpapan;Medical Clinics
Banyan Tree Management;Jl. Teluk Berembang Site A4 429155 Riau Islands;Medical Clinics
RSIA Sayyidah;Jalan Taman Malaka Selatan 613450 Jakarta;Medical Clinics
Kao Indonesia;Kao Building 12770 Jakarta;Medical Clinics
Rumah Sakit Immanuel;Jalan Kopo 16140224 Kota Bandung;Medical Clinics
Chill Room By Lagoon Spa Seminyak;Jl. Nakula Gg Baik-Baik 80111 Dompu  - Bali;Medical Clinics
RSU Harapan Ibu;Jalan Mayor Jenderal Sungkono 153371 Klaten  - Kabupaten;Medical Clinics
Rumah Sakit Khusus Paru Surabaya;Jalan Karang Tembok 3960153 Kota Surabaya;Medical Clinics
RSB Taman Harapan Baru;Jalan Harapan Baru 17133 Kota Bekasi;Medical Clinics
Rumah Sakit PKU Muhammadiyah;Jalan Kyai Haji Ahmad Dahlan 2055121 Kota Yogyakarta;Medical Clinics
Rumah Sakit Umum William Booth;Jalan Letnan Jenderal S Parman 550232 Kota Semarang;Medical Clinics
Rumah Sakit Haji Medan;Jl. Rumah Sakit Haji Medan 20216 Percut Sei Tuan;Medical Clinics
Rumah Sakit Siloam Purwakarta;Jalan Raya Bungur Sari 141181 Klaten  - Kabupaten;Medical Clinics
Rumah Sakit Islam Wonosobo;Jl. Mayjen Bambang Sugeng 356317 Klaten  - Kabupaten;Medical Clinics
Dentamedica Care Center;Jl. AP. Pettarani 2190174 Jakarta Timur  - Makasar;Medical Clinics
Rumah Sakit Simpangan Depok;Jalan Bogor 3616515 Depok;Medical Clinics
Garuda Sentra Medika;Jalan Angkasa 10610 Jakarta;Medical Clinics
Rumah Sakit Umum Graha Ultima Medika;Jalan Majapahit 1083127 Kota Mataram;Medical Clinics
Rumah Sakit Pelabuhan Cirebon;Jalan Sisingamangaraja 4545121 Kota Cirebon;Medical Clinics
Prime Plus Medical - Bali Medical Clinic;Jl. Subak Sari , Tibubeneng, North Kuta, Badung Regency, Bali 9080361 Badung;Medical Clinics
Rumah Sakit Abdi Waluyo;Jalan HOS Cokroaminoto 3110220 Jakarta;Hospitals
Rumah Sakit Prima Medika;Jl. Pulau Serangan 980361 Dompu  - Bali;Hospitals
Rumah Sakit Royal Progress;Jalan Danau Sunter Utara 14350 Jakarta;Hospitals
Rumah Sakit Islam Muhammadiyah Kendal;Jl. Ar Rahmah 1851215 Klaten  - Kabupaten;Hospitals
Rumah Sakit Pondok Indah;Rumah Sakit Pondok Indah 1412310 Jakarta;Hospitals
Rumah Sakit Prof Dr Tabrani;Jalan Jenderal Sudirman 41028284 Kota Pekanbaru;Hospitals
Rumah Sakit TNI AU Dr Salamun;Jalan Ciung 20340133 Kota Bandung;Hospitals
RS. PKU Muhammadiyah;Jalan Ronggowarsito 13057131 Surakarta;Hospitals
Rumah Sakit Berumah Sakitalin Bunda Semarang;Jl. Brigjen Katamso 850125 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Sultan Agung;Jalan Kaligawe 450113 Kota Semarang;Hospitals
Sekolah Tinggi Ilmu Kesehatan Immanuel;Jalan Kopo 16140231 Kota Bandung;Hospitals
Rsal Dr Mintohardjo;Jalan Bendungan Hilir 1710270 Jakarta;Hospitals
Murano Spa;Jl. Dewi Saraswati 80231 Dompu  - Bali;Hospitals
Rumah Sakit Umum Daerah Kota Semarang;Jalan Fatmawati 150273 Kota Semarang;Hospitals
Ken Saras Rumah Sakit;Jalan Soekarno Hatta 2950552 Klaten  - Kabupaten;Hospitals
Rumah Sakit Ridhoka Salma Cikarang;Jalan Imam Bonjol 717520 Klaten  - Kabupaten;Hospitals
Rumah Sakit Mata Undaan;Jalan Undaan Kulon 1960274 Kota Surabaya;Hospitals
RS Mitra Keluarga Bekasi;Jalan Jenderal Ahmad Yani 17144 Kota Bekasi;Hospitals
Klinik Penta Medika;Jl. Teuku Umar Barat 8880233 Dompu  - Bali;Hospitals
PT Damai Angkasa Medisraya;Jalan Doktor Saharjo 12860 Jakarta Selatan;Hospitals
Rumah Sakit Umum Daerah Kota Bandung;Jalan Rumah Sakit 2240294 Bandung;Hospitals
RS. HARAPAN BUNDA BANDA ACEH;Jalan Teuku Umar 18123233 Banda Aceh;Hospitals
RSU Rajawali Citra;Jl. Pleret KM 2.5 55196 Bantul;Hospitals
Rumah Sakit Duta Indah;Jalan Teluk Gong A1 1214450 Jakarta Utara;Hospitals
Rumah Sakit Bunda Palembang;Jalan Demang Lebar Daun 7030132 Kota Palembang;Hospitals
Rumah Sakit Umum Dr H Abdul Moeloek;Jalan Doktor A Rivai 635112 Kota Bandar Lampung;Hospitals
Rumah Sakit Umum Permata Depok;Jalan Raya Muchtar 2216519 Depok;Hospitals
RSUD Sambas;Jl. Pendidikan Sambas 79462 Klaten  - Kabupaten;Hospitals
Balai Besar Laboratorium Kesehatan;Jalan Inspektur Yazid 230129 Kota Palembang;Hospitals
Hermina Karawang;Jl. Tuparev 38614314 Klaten  - Kabupaten;Hospitals
Tigasati Medika Pratama;Karawaci Office Park 15811 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Pati;Jl. Raya Pati Tayu 1859181 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Habibullah;Jalan Tahunan 58183 Klaten  - Kabupaten;Hospitals
Ruvi Rizqy Berkah;Ruko Sentra Kencana 860246 Kota Surabaya;Hospitals
Medika Tunas Abadi;Spbu Pertamina  Kota Tangerang;Hospitals
Rumah Sakit Cahya Kawaluyan;Perumahan Pesona Ala Parahyangan 340293 Kota Bandung;Hospitals
Rumah Sakit Umum Daerah Sidoarjo;Jalan Mojopahit 66761215 Klaten  - Kabupaten;Hospitals
Fisio Tunas Abadi;U Residence Tower 105 Klaten  - Kabupaten;Hospitals
RSUD Dr. Tjitrowardojo Purworejo;Jalan Jenderal Sudirman 6054114 Klaten  - Kabupaten;Hospitals
Klinik Praga Medika;Jl. Jend. Sudirman 10245256 Klaten  - Kabupaten;Hospitals
Siloam Hospitals Jambi;Jalan Soekarno Hatta 36138 Kota Jambi;Hospitals
Rumah Sakit Umum Metro Medical Center;Jalan Merdeka Barat 7024355 Kota Lhoksumawe;Hospitals
Semen Padang Hospital;Jalan By Pass 725161 Kota Padang;Hospitals
Rumah Sakit Permata Keluarga;Jalan Mohammad Husni Thamrin 17550 Kota Bekasi;Hospitals
Rumah Sakit Kharitas Bhakti;Jalan Siam 15378122 Kota Pontianak;Hospitals
Rumah Sakit Hermina Serpong;Jl. Raya Puspitek 815310 Klaten  - Kabupaten;Hospitals
Rumah Sakit Ibu Dan Anak Sylvani;Jalan Perintis Kemerdekaan 2120747 Kota Binjai;Hospitals
Rumah Sakit Ibu Dan Anak Gizar;Jl. 117330 Kota Bekasi;Hospitals
Naavagreen Natural Skin Care;Jalan Bali 960281 Kota Surabaya;Hospitals
Rumah Sakit Emanuel;Purwareja - Klampok Banjarnegara 53474 Klaten  - Kabupaten;Hospitals
Rumah Sakit Adella;Jl. Prof Moh Yamin 7752183 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Daerah Dr R Koesma;Jl. Dr. Wahidin Sudirohusodo 80062315 Klaten  - Kabupaten;Hospitals
Rumah Sakit Islam Madinah;Jl. Raya Sukasari 3264111 Kota Kediri;Hospitals
Rumah Sakit Rahman Rahim;Jalan Saimbang 61258 Klaten  - Kabupaten;Hospitals
Rumah Sakit Umum Royal Prima;Jalan Raden Wijaya 36138 Kota Jambi;Hospitals
Buah Hati Medika Pamulang;Jalan Siliwangi 18915141 Kota Tangerang;Hospitals
Rumah Sakit Sari Asih Serang;Jalan Jenderal Sudirman 3842124 Kota Serang;Hospitals
Klinik Ibin Sina;Jalan Pendidikan 3313440 Jakarta;Hospitals
