name;address;sector
Little Ants Preschool;Wisma 46 Kota BNI 2Rd Floor Unit 2.05 10220 Jakarta;Medical Clinics
Igyolini Korpora Utama;Jl. Petogogan II / 2912160 Jakarta;Medical Clinics
Cahaya Advchem Digital Printing;Ruko Sentra Kencana 860246 Kota Surabaya;Medical Clinics
Perisai Husada;Jalan Halmahera 840115 Kota Bandung;Medical Clinics
Klinik Ibnu Sina;Jalan Marsma R Iswahyudi 476115 Balikpapan;Medical Clinics
Garuda Sentra Medika;Jalan Angkasa 10610 Jakarta;Medical Clinics
Prime Plus Medical - Bali Medical Clinic;Jl. Subak Sari , Tibubeneng, North Kuta, Badung Regency, Bali 9080361 Badung;Medical Clinics
Ruvi Rizqy Berkah;Ruko Sentra Kencana 860246 Kota Surabaya;Medical Clinics
Klinik Praga Medika;Jl. Jend. Sudirman 10245256 Klaten  - Kabupaten;Medical Clinics
Naavagreen Natural Skin Care;Jalan Bali 960281 Kota Surabaya;Medical Clinics
Klinik Ibin Sina;Jalan Pendidikan 3313440 Jakarta;Medical Clinics
Erha Clinic Pusaka;Jalan Sultan Iskandar Muda 3112240 Jakarta;Medical Clinics
SOS Medika;Jalan Puri Sakti 1 1012410 Jakarta;Medical Clinics
MD Clinic;Jalan Kyai Haji Sirajd Salman 2075122 Kota Samarinda;Medical Clinics
Kumala Nugraha Rachman;Jalan Pangeran Antasari 3375124 Kota Samarinda;Medical Clinics
Alhamd Global Makmur;Gang Rajawali 35144 Kota Bandar Lampung;Medical Clinics
Klinik Cireundeu Medika;Jalan Insinyur Haji Juanda 2115112 Kota Tangerang;Medical Clinics
Mandaya Hospital;Jalan Akses Tol Karawang Barat 41361 Klaten  - Kabupaten;Medical Clinics
Puskesmas Jatilawang;Jalan Raya Jatilawang 2453174 Klaten  - Kabupaten;Medical Clinics
Klinik Padajajaran Karangpawitan;Jalan Karanglo 26157452 Klaten  - Kabupaten;Medical Clinics
Klinik Keluarga Kita;Jalan Serdang 1610650 Jakarta;Medical Clinics
Sehat Utama Global;Jalan Buah Batu 21140262 Kota Bandung;Medical Clinics
Klinik Makmur Jaya;Jl. Wr Supratman 2915312 Klaten  - Kabupaten;Medical Clinics
Klinik Kalvari;Jl. Jenderal Sudirman 99511 Klaten  - Kabupaten;Medical Clinics
Fairy Klinik;- B Jl. Pahlawan Revolusi 813430 Jakarta;Medical Clinics
Klinik Hayana;Jalan Mampang Prapatan 15 812790 Jakarta;Medical Clinics
Laboratorium Prodia;Jalan Merdeka 3721143 Pematangsiantar;Medical Clinics
Rumah Sakit Umum Mandaya;Jalan Akses Tol Karawang Barat 41361 Klaten  - Kabupaten;Medical Clinics
Klinik Citra Ciomas;Jl. Raya Ciomas 216153 Klaten  - Kabupaten;Medical Clinics
Bamed Sarana Menteng;Menteng Central 7010310 Jakarta;Medical Clinics
Klinik Wijaya Kusuma;Jalan Imam Bonjol 17784261 Dompu  - Bali;Medical Clinics
Klinik Wasir & Ambeien Tefaron;Jalan Talaga Bodas 5540262 Kota Bandung;Medical Clinics
Biolaborindo Makmur Sejahtera;Jalan Sumatera 4810240 Jakarta;Medical Clinics
Klinik Setia Mekar;Jalan Nusantara 2317113 Kota Bekasi;Medical Clinics
Klinik Pratama Masyithoh;Jalan Kyai Telingsing 5159317 Klaten  - Kabupaten;Medical Clinics
Ubud Clinic;Jalan Campuhan 3680571 Klaten  - Kabupaten;Medical Clinics
Klinik Seto Hasbadi 1;Jalan Raya Seroja 1917132 Kota Bekasi;Medical Clinics
Klinik Kimia Farma Ponorogo;Jl. Jend. Sudirman 963453 Klaten  - Kabupaten;Medical Clinics
Klinik Qita;Komp. Pertanian Atsiri Permai 516920 Klaten  - Kabupaten;Medical Clinics
Klinik & RB Sejahtera Ciracas;Jalan Cilacap 710310 Jakarta;Medical Clinics
Klinik Intan;Jalan Masjid 355111 Kota Yogyakarta;Medical Clinics
Weabro Mitra Jaya;Akr Tower Lt. 5 Jakarta;Medical Clinics
Bina Dinamika Raga;Jl. Blimbing Indah Megah 3165126 Kota Malang;Medical Clinics
Kasih Globalindo;Jalan Guntur 4412980 Jakarta;Medical Clinics
Klinik Sumber Sehat;Jalan Percetakan Negara 210430 Jakarta;Medical Clinics
Klinik Kecantikan Miracle Aesthetic;Jalan Kemang 5 1912730 Jakarta;Medical Clinics
New Puri Mutiara Clinic;Jl. Cipete Viii 9712410 Jakarta;Medical Clinics
Klinik Padjajaran Wanaraja;Jl. Cikole 844172 Klaten  - Kabupaten;Medical Clinics
Rumah Sakit Brayat Minulya;Jalan Dr Setia Budi 10657133 Surakarta;Medical Clinics
Karyawan Unitex;Jalan Raya Tajur 116720 Kota Bogor;Medical Clinics
Nayaka Era Husada;Jalan Jenderal Haji Amir Machmud 47740523 Kota Cimahi;Medical Clinics
Klinik Padjajaran 24 Jam;Jalan Kolonel Ahmad Syam 45363 Klaten  - Kabupaten;Medical Clinics
Medikpro;Jalan Gg 6510460 Jakarta;Medical Clinics
Anugerah Krida Pratama;Jalan Wibawa Mukti 2 17423 Kota Bekasi;Medical Clinics
Bethsaida Hospital;Jalan Boulevard Gading Serpong 15810 Klaten  - Kabupaten;Medical Clinics
Klinik Gethealthy;Rukan Six Avenue 2211460 Jakarta;Medical Clinics
Klinik Indosehat;Jalan Sidorame 7560152 Kota Surabaya;Medical Clinics
Klinik Budi Luhur;Jalan Kerkhof 3240532 Kota Cimahi;Medical Clinics
Klinik Ananda;Jalan Brigadir Jenderal Slamet Riyadi 62057146 Surakarta;Medical Clinics
Klinik Budi Peni;Jl. Brigjen Sudiarto 19657157 Serengan  - Joyotakan;Medical Clinics
Klinik Lamaran;Jalan Syech Quro Lemah Abang 441372 Klaten  - Kabupaten;Medical Clinics
Klinik Sari Medika;Jl. Taman Harapan Baru Raya 2317116 Klaten  - Kabupaten;Medical Clinics
Klinik Ananda Medika III;Jalan Gatot Subroto 615134 Kota Tangerang;Medical Clinics
Nadya Medical Center;Jalan Cikunir Raya 2217146 Kota Bekasi;Medical Clinics
Ciputra Klinik;Dbs Tower 12940 Jakarta;Medical Clinics
Rumah Sakit Umum Hidayah Boyolali;Recosari 57371 Klaten  - Kabupaten;Medical Clinics
Klinik Bhakti Asih;Jl. Raden Saleh 6215142 Klaten  - Kabupaten;Medical Clinics
Balai Kesehatan Mata Dan Olahraga Masyarakat;Jalan Basuki Rahmat 175117 Kota Samarinda;Medical Clinics
PO Ho Seng;Jalan Sukarjo Wiryopranoto 210130 Jakarta;Medical Clinics
SOS Medika Klinik;Jalan Ramli 1711410 Jakarta;Medical Clinics
Efja;Mangga Dua Square 14111 Jakarta;Medical Clinics
Jet-Z Dental Aesthetic Clinic;Jalan Prapen Indah 60299 Kota Surabaya;Medical Clinics
Bintang Ades Multimedika;Jl. Penyelesaian Tomang IV DKI 111620 Jakarta;Medical Clinics
Jakarta Kidney Center;Jl. Raya Warung Buncit 7512790 Jakarta;Medical Clinics
Bawean Orthopaedic Center;Jalan Bawean 4060246 Kota Surabaya;Medical Clinics
Klinik Brimedika COB;Jalan Kedungan 12657465 Klaten  - Kabupaten;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Tata Sehat;Jl. Tata Surya 1540224 Klaten  - Kabupaten;Dentists General PractitionersMedical ClinicsStorage Equipment
Anak Bangsa Merajut Harapan (Angsamerah Foundation);Graha Media Building 810310 Jakarta;Dentists General PractitionersMedical ClinicsStorage Equipment
Asih Eka Abadi;Jalan Ramli 1711410 Jakarta;Dentists General PractitionersMedical ClinicsStorage Equipment
Laboratorium Klinik Primadia;Jl. Utan Kayu Raya 10913120 Jakarta;Dentists General PractitionersMedical ClinicsStorage Equipment
Global Mentari Agung;Jl. Mayjend Sutoyo 39 Kota Semarang;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Surya Husadha Dalung;Jl. Padang Luwih 14380353 Klaten  - Kabupaten;Dentists General PractitionersMedical ClinicsStorage Equipment
Drg. Lindawati;Jalan Gatot Subroto 415134 Kota Tangerang;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Prima Husada Cibubur;Jalan Lapangan Tembak 212430 Jakarta;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Jati Bening;Jalan Jatibening 2 1117412 Kota Bekasi;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik MH Thamrin;Jalan Pangeran Tubagus Angke 11250 Jakarta;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Altara;- B Jl. Kapiten Purba 220148 Pancur Batu  - Perumnas Simalingkar;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Medika Obini;Jalan Mina 17 1715810 Kota Tangerang;Dentists General PractitionersMedical ClinicsStorage Equipment
Balai Pengobatan Swasta Mars;Jalan Galang 12120585 Kabupaten Deli Serdang;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Utama An Nisa;Jl. Gajah Mada 5566173 Klaten  - Kabupaten;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Telaga Sari;Jalan Syech Quro Lemah Abang 41372 Klaten  - Kabupaten;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Mediasri;Jl. Raya Bogor Nanggewer 3516153 Klaten  - Kabupaten;Dentists General PractitionersMedical ClinicsStorage Equipment
Medika Kesehatan Kerja;Jalan Batu 3 5510340 Jakarta;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Nayaka Era Husada 07;Jl. Tandes Asri 6460241 Kota Surabaya;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Cahaya Murni;Jalan Mohammad Kahfi 2 5512630 Jakarta;Dentists General PractitionersMedical ClinicsStorage Equipment
Klinik Rahma Medika;Komp. Batan Indah 2315138 Klaten  - Kabupaten;Medical Clinics
Klinik Inti Medika;Jalan Gatot Subroto 815134 Kota Tangerang;Medical Clinics
Anadi Sarana Tatahusada;RS. Puri Cinere 116514 Depok;Medical Clinics
Klinik Ardita Ciracas;- A Jl. Raya Ciraca 313740 Jakarta;Medical Clinics
Klinik Mawar;Jl. Yudistira 1017111 Klaten  - Kabupaten;Medical Clinics
Klinik Diana Permata Medika;Jl. MH. Thamrin 15142 Klaten  - Kabupaten;Medical Clinics
Klinik Citra Medika;Jl. Taman Narogong Raya 717116 Klaten  - Kabupaten;Medical Clinics
Klinik Cahaya Qalbu;Jalan Laswi Raya 48040381 Klaten  - Kabupaten;Medical Clinics
Klinik MHT Kalideres;Jalan Peta Selatan 11840 Jakarta;Medical Clinics
Bina Medika;Kampung Kongsi 17530 Klaten  - Kabupaten;Medical Clinics
Klinik Medikasih;Jalan Malaka Raya 2213470 Jakarta;Medical Clinics
Balai Pengobatan Adi Dharma;Jalan Kenanga 2153122 Klaten  - Kabupaten;Medical Clinics
Klinik Medista;Ruko Warung Jambu 16153 Klaten  - Kabupaten;Medical Clinics
Coslab Indonesia;Jalan Boulevard Barat 14240 Jakarta;Medical Clinics
Euro Medika Group;Mal Artha Gading 114240 Jakarta;Medical Clinics
Klinik Nayaka Husada 24;C-9 Jl. Raya Kartini 23661176 Klaten  - Kabupaten;Medical Clinics
Eterna Terra Bellezza Bali;Jalan Sunset Road 880361 Klaten  - Kabupaten;Medical Clinics
Klinik As-Salam;Jalan Veteran 157431 Klaten  - Kabupaten;Medical Clinics
Klinik Az Zahra;Komp. Purna Bhakti Sitanala 1715142 Klaten  - Kabupaten;Medical Clinics
Klinik Multilab;Jalan Balai Pustaka Timur 22513220 Jakarta;Medical Clinics
Klinik Citra Utama;Jalan SH Wardoyo 89730253 Kota Palembang;Medical Clinics
Klinik Taman Aries;Jalan Meruya Ilir 11620 Jakarta;Medical Clinics
Klinik Sumber Asih;Jalan Raya Serang 1115710 Klaten  - Kabupaten;Medical Clinics
Klinik Graha Bina Husada;Jalan Industri Selatan 117550 Kota Bekasi;Medical Clinics
Klinik Purwa Medica;Jl. Raya Tamelang 5341372 Klaten  - Kabupaten;Medical Clinics
Klinik Salamat Medical;Jl. K H Abdullah Syafie 12810 Jakarta;Medical Clinics
Artifisial Teknologi Persada;Jl. RS Fatmawati 1512410 Jakarta;Medical Clinics
Puskesmas Wiradesa;Jalan Ahmad Yani 51152 Klaten  - Kabupaten;Medical Clinics
Klinik Bersalin Ratna;Jalan Ratna 27A 7517421 Kota Bekasi;Medical Clinics
Klinik Alita;Jl. Raya Narogong 317116 Klaten  - Kabupaten;Medical Clinics
Klinik Medira;Jl. Baru Kemang Raya Semplak 16153 Klaten  - Kabupaten;Medical Clinics
Bunda Klinik Specialis;Jalan Sisingamangaraja 1720217 Obi Timur  - Sum;Medical Clinics
Nayaka Husada 15;Jalan Kijilan 25957452 Klaten  - Kabupaten;Medical Clinics
Klinik Mitra Al Afiat;Jalan Kyai Haji Mas Mansyur 7410210 Jakarta;Medical Clinics
Klinik Abdi Mulia;Jl. H.R. Muhammad 60241 Kota Surabaya;Medical Clinics
Balai Kesehatan Masyarakat Desa Putra;Jalan Srengseng Sawah 2612640 Jakarta;Medical Clinics
Klinik Graha Medis Kosambi;Jalan Klaten - Solo 2357437 Klaten  - Kabupaten;Medical Clinics
Hsen Chii International;Business Park 11620 Jakarta;Medical Clinics
Kaltim Nitrate Indonesia;Pondok Indah Office Tower 12310 Jakarta;Medical Clinics
Bio E Indonesia;Jalan Kota Bumi 1610210 Jakarta;Medical Clinics
Gereja Kristen Jawi Wetan;Jalan Wage Rudolf Supratman 165111 Klaten  - Kabupaten;Medical Clinics
Klinik Melinda;Jalan Lenteng Agung 1412520 Jakarta;Medical Clinics
Laboratorium Laborat Prodia Ko;Jalan Ahmad Yani 3656112 Kota Magelang;Medical Clinics
Ciputra Medical Center;Jalan Profesor Doktor Satrio 12940 Jakarta;Medical Clinics
SOS;Apartemen Seminyak 1080351 Klaten  - Kabupaten;Medical Clinics
Dwigraha Medical;Jl. Utan Kayu Raya 19 Jakarta;Medical Clinics
Prodia Widyahusada;Jalan Ronggowarsito 14357131 Surakarta;Medical Clinics
Klinik Kimia Farma 53 Bromo;Jalan Borobudur 157416 Klaten  - Kabupaten;Medical Clinics
Klinik Venus Health;Jl. Provinsi 76284 Kabupaten Penajam Paser Utara;Medical Clinics
Klinik Kimia Farma 164;Jl. R.A. Kartini 15061176 Klaten  - Kabupaten;Medical Clinics
Klinik Rejosari Husada;Jl. Delanggu- Polan 4157473 Klaten  - Kabupaten;Medical Clinics
Klinik Afina;Jl. Rambutan 1242414 Kasemen  - Banten;Medical Clinics
Klinik Harapan Kita Merah Delima;Komp. Cipta Puri 529431 Riau Islands;Medical Clinics
Klinik Pratama Nadin Medika;Jalan HR Soebrantas 28294 Kota Pekanbaru;Medical Clinics
Klinik Medis Gelora;Perum Taman Pinang Indah B7 361261 Klaten  - Kabupaten;Medical Clinics
Klinik Pratama Monalisa;Jalan Kopo 20640232 Klaten  - Kabupaten;Medical Clinics
Klinik Bunda Ayu;Jalan Kyai Haji Ahmad Dahlan 612240 Jakarta Selatan  - Karet;Medical Clinics
Klinik Ardita Cilangkap;Jalan Ciliman 13010310 Jakarta;Medical Clinics
Klinik Alpha Medika;Jalan Stasiun KA 942414 Kota Cilegon;Medical Clinics
Klinik Goodyear;Jalan Pemuda 2757455 Klaten  - Kabupaten;Medical Clinics
Klinik Indratama Medika Center;Jalan MP Mangku Negara 1030164 Kota Palembang;Medical Clinics
Klinik Kimia Farma 195;Jl. Sutisna Senjaya 2643114 Klaten  - Kabupaten;Medical Clinics
Abhaya Eka Astiti;Jalan Ngurah Rai By Pass 55080361 Dompu  - Bali;Medical Clinics
Klinik Ar Rahman Medika;Jalan Perintis Kemerdekaan 757437 Klaten  - Kabupaten;Medical Clinics
Klinik Humanika;Jalan Bhakti 9157431 Klaten  - Kabupaten;Medical Clinics
Klinik 24 Jam Mardi Mulya IV;C Jl. Kedungmundu 1150252 Klaten  - Kabupaten;Medical Clinics
Taruna Perkasa Megah;Lippo 615811 Kasemen  - Banten;Medical Clinics
Klinik Rukun Sejahtera;Jalan Sultan Mahmud Badarrudin 2 30151 Kota Palembang;Medical Clinics
Klinik Wijaya Kusumah;Jl. RE. Martadinata 6641151 Klaten  - Kabupaten;Medical Clinics
Klinik Raja Husada;Jalan Srandil 21253271 Cilacap;Medical Clinics
BP Harapan Raharja COB;Jl. Gedung Batu Utara V 50519 Klaten  - Kabupaten;Medical Clinics
Sumatera Cahaya Mandiri;Jalan Profesor Doktor Supomo 7012870 Tebet  - Menteng Dalam;Medical Clinics
Klinik Yope;Jl. Raya Lembang 38440532 Klaten  - Kabupaten;Medical Clinics
Klinik Alam Sehat Taman Raya;Ruko Taman Raya 29432 Riau Islands;Medical Clinics
Klinik Bhakti Husada;Jl. Mr. Dr. Kusuma Atmaja 741151 Klaten  - Kabupaten;Medical Clinics
Klinik Annisa 4;Jl. Raya Cibarusah 6317145 Klaten  - Kabupaten;Medical Clinics
Klinik Afiati Bojongsoang;Jalan Raya Bojongsoang 9840287 Kota Bandung;Medical Clinics
Klinik Griya Sehat;Ruko Colomadu Regency A5 556365 Klaten  - Kabupaten;Medical Clinics
Klinik Kamila Sembayat;Jalan Pandu 3057438 Klaten  - Kabupaten;Medical Clinics
Klinik Prima Medika;Jl. Raya Gedangan 461261 Klaten  - Kabupaten;Medical Clinics
Kardiologi Angiologi Indonesia;Jalan Yusuf Adiwinata 3410230 Jakarta;Medical Clinics
Seven Retail Group;Jalan Bintaro Raya 1512240 Jakarta;Medical Clinics
Klinik Pratama Afia;Jalan AA Kali Pasir 1910350 Jakarta;Medical Clinics
Klinik Sapta Mitra BKS Utara;Jl. KH M. Tabrani Blk I 117142 Kota Bekasi;Medical Clinics
Klinik Puri Medical;Jl. Jhoni Anwar 2825154 Kota Padang;Medical Clinics
Klinik Graha Medis Cikampek;Jl. Jend. A. Yani 5141372 Klaten  - Kabupaten;Medical Clinics
Klinik Endik Medical;Jalan Jenderal Ahmad Yani 270854 Kabupaten Tanah Laut;Medical Clinics
Klinik Alam Sehat Batu Aji;Ruko Limanda 29111 Riau Islands;Medical Clinics
Klinik Carakalima COB;Jl. Imam Bonjol 4750519 Klaten  - Kabupaten;Medical Clinics
Praktek Dokter Spesialis Anak Dina Joyo Husodo;Jalan Galaxi Bumi Permai 1260111 Kota Surabaya;Medical Clinics
Klinik Bhakti Mulya;Jl. Raya Bojong Sawit 41151 Klaten  - Kabupaten;Medical Clinics
Klinik Medistira 4;Jl. Transyogi - Cikalangan 16153 Klaten  - Kabupaten;Medical Clinics
Klinik Keluarga;- B Jl. Pangeran Antasari 13735112 Kota Bandar Lampung;Medical Clinics
Klinik Alam Sehat Tiban;Ruko Gajak Mada 29432 Riau Islands;Medical Clinics
Klinik Ramadhan;Jl. Kusuma Negara 29455851 Kota Yogyakarta;Medical Clinics
Klinik Mitra Sandona;Jl. Dr Sutomo 8525156 Kota Padang;Medical Clinics
Klinik JMS Galaxy Medika;Jalan Raya Tanjung 57472 Klaten  - Kabupaten;Medical Clinics
Klinik Alam Sehat Kabil;Ruko Jasinta 1529465 Riau Islands;Medical Clinics
Klinik Surya Husadha Komodo;Jl. Komodo 1480233 Dompu  - Bali;Medical Clinics
Klinik Pratama Karunia Husada;Jalan Suroto 55224 Kota Yogyakarta;Medical Clinics
Astha Era Abadi;Jalan Puri Sakti 1 112410 Jakarta;Medical Clinics
Bkim Semarang;Jalan Kyai Haji Ahmad Dahlan 3950242 Kota Semarang;Medical Clinics
Klinik Yadika Cibubur;Jalan Lapangan Tembak 913720 Jakarta;Medical Clinics
Chi Kung 99;Ruko Pluit 14450 Jakarta;Medical Clinics
Sarana Medika Sentana;Jalan Taman Kimia 110310 Jakarta;Medical Clinics
Klinik Amanah Medica Pura;Jalan Tebet Raya 3112810 Jakarta;Medical Clinics
Medikaloka;Graha Irama Building 12950 Jakarta;Medical Clinics
Klinik Griya Husada Surabaya;Jalan Dukuh Pakis 2 11060225 Kota Surabaya;Medical Clinics
Apotek Ibnu Sina;Jalan Jenderal Ahmad Yani 25276125 Balikpapan;Medical Clinics
Klinik Seto Hasbadi 2;Jalan Sultan Agung 2717133 Kota Bekasi;Medical Clinics
Klinik Asy Syifa;Jl. Bendomungal Sidorejo Krian 61261 Klaten  - Kabupaten;Medical Clinics
Klinik Medistira 2;Jl. Raya Cicadas Kp. Buaran 16153 Klaten  - Kabupaten;Medical Clinics
Medika Jasa Utama;Jalan Kemang 5 8712730 Jakarta;Medical Clinics
Kimia Farma 319 Apotek;Jl. Venus Raya 2740111 West Java;Medical Clinics
Klinik Dan Gerai Donor Darah;Jalan Tambak Sari 4960133 Kota Surabaya;Medical Clinics
Aaf Sukses Medika;Jalan Mekarsari 1016452 Depok;Medical Clinics
Efton Karsa Utama;Graha Pawon Kondang 112 Klaten  - Kabupaten;Medical Clinics
MS Glow Aesthetic Clinic;Jalan Guntur 865112 Kota Malang;Medical Clinics
Norma Aesthetic Cemerlang;Jalan Profesor WZ Yohanes 3557124 Surakarta;Medical Clinics
Manar Farma Bangsa;Jalan Limo Raya 7716515 Depok;Medical Clinics
Beiersdorf Indonesia;Floor 12560 Jakarta;Medical ClinicsChemists
Promec;Jalan Pecenongan 3010130 Jakarta;Medical ClinicsChemists
Global Sight;Perkantoran Aries Niaga 311620 Jakarta;Medical ClinicsChemists
Apotek Gethealthy;Rukan Sixt Avenue 2211810 Jakarta;Medical ClinicsChemists
Medina Adinda Medika;Jl. Lebak Bulus Raya  Jakarta;Medical ClinicsChemists
Lumious Beauty House;Ruko The Arcade 2 Jakarta;Medical ClinicsChemists
Anugerah Hospitalindo;Jalan Boulevard Gading Serpong 15810 Kota Tangerang Selatan;Medical ClinicsChemists
Oriskin Jember;Jl. Gajah Mada 187 Klaten  - Kabupaten;Medical ClinicsChemists
Clinique Suisse;Wisma Kyoei Prince 10220 Jakarta;Medical ClinicsChemists
Gerbang Jaya Konstruksi;Komp. Orchid Business Centre  Riau Islands;Medical ClinicsChemists
Harmoni Dinamik Indonesia;Hdi Hive Menteng 1810350 Jakarta;Medical ClinicsChemists
Klinik Padjajaran Leles;Jalan Legenda 1657437 Klaten  - Kabupaten;Medical ClinicsChemists
Zihan Medical Center;Kp.Kudang 2 Klaten  - Kabupaten;Medical ClinicsChemists
Klinik Mata Puspa Seruni;Ruko Perum. Mutiara Tasik Regency A.10 10 Kota Tasikmalaya;Medical ClinicsChemists
Manggala 99;Jalan Pemuda 3158211 Klaten  - Kabupaten;Medical ClinicsChemists
MD Clinic;Jl. Boulevard Selatan Ruko Sinpasa 17143 Kota Bekasi;Medical ClinicsChemists
Promed Jaya Utama;Jalan Pecenongan 3010130 Jakarta;Medical ClinicsChemists
Puskesmas Pasar Rebo;Jalan Kalisari 113790 Jakarta;Medical ClinicsChemists
365????(365 Open Clinic);Grand Wijaya Center  Jakarta;Medical ClinicsChemists
Dr. James L. Alvin Sinaga Sp.A;Jl. Tanjung Pura 41978361 Klaten  - Kabupaten;Medical ClinicsChemists
Oriskin Alam Sutera;Ruko Jalur Sutera  Kota Tangerang Selatan;Medical Clinics
Dokter Henry Santosa Sungkono/ Klinik Wira Santosa;Jalan Koperasi 2783112 Kota Mataram;Medical Clinics
Beart Korean Skin Clinic;Jl. Pluit Putra 18 Jakarta;Medical Clinics
Andara Trimitra Abadi;Kota Tangerang Selatan;Medical Clinics
Heartology Cardiovascular Center;Brawijaya Hospital Saharjo 19912810 Jakarta;Medical Clinics
Permata Bunda;Jl. Budi Murni 1813840 Jakarta;Medical Clinics
KL Klinik;Rukan Grand Aries Niaga  Jakarta;Medical Clinics
Aether Digital Indonesia;Hdi Hive Menteng 18 Jakarta;Medical Clinics
Klinik Keluarga;Kampung Cigombong 6443253 Klaten  - Kabupaten;Medical Clinics
Asuransi Jiwa Bersama Bumiputra 1912;Wisma Kyoei Prince Indonesia 10220 Jakarta;Medical Clinics
Klinik Bina Sehat;Kalimas Raya A 28 Kota Semarang;Medical Clinics
Klinik Pratama Cempaka Putih;Jl. Cempaka Putih Barat Xxvi 310510 Jakarta;Medical Clinics
Medika Bina Sejahtera;Jalan Kosambi Utara 11750 Jakarta;Medical Clinics
Poliklinik Sana Medika;Jalan Kedung Jati 2650232 Kota Semarang;Medical Clinics
Klinik Medika I;Jl. Raya Wangun 36316153 Klaten  - Kabupaten;Medical Clinics
Klinik Lianco Medical Center;Jl. Cut Mutia 9917116 Klaten  - Kabupaten;Medical Clinics
Klinik Dokter Keluarga Mawar;Jalan Karet 6915116 Kota Tangerang;Medical Clinics
On Clinic Indonesia;Sarinah Thamrin Bld 1110410 Jakarta;Medical Clinics
Perdana Husada Utama;Jalan Manukan Krajan 3260185 Kota Surabaya;Medical Clinics
Balai Pengobatan Beril Husada;Jalan Durian 1828122 Kota Pekanbaru;Medical Clinics
Widjaja Medika Prima Sejahtera;Jl. A. M Sangaji 3 Jakarta;Medical Clinics
Klinik Cipete;Jalan Cipete Raya 12410 Jakarta;Medical Clinics
Balai Pengobatan Tjielamtjay;Gang Lombok 6050133 Kota Semarang;Medical Clinics
Ancol Medical Center;- D Jl. Parang Tritis Raya 314430 Jakarta;Medical Clinics
Obagi;Jalan Gg 4510460 Jakarta;Medical Clinics
Klinik Sam Marie;Jalan Waja 1 4510410 Jakarta;Medical Clinics
Klinik Citra;Jl. Aipda KS Tubun I 3910260 Jakarta;Medical Clinics
Klinik Puri Asih Cikampek;Jalan Stasiun Delanggu 257471 Klaten  - Kabupaten;Medical Clinics
Prima Mandiri Estetika;Jalan Jenggolo 3856122 Kota Magelang;Medical Clinics
